epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
39,180.274,0.46385,0.22472,1.03832,0.89398,0.69904,0.77825,0.76335,0.71837,0.69904,0.77825,0.76335,0.75523,0.38737,0.18121,1.56896,0.86506,0.00139316,0.00139316,0.00139316
40,184.881,0.43432,0.23246,1.01548,0.90358,0.57615,0.91563,0.79068,0.71652,0.57615,0.91563,0.79068,0.787,0.45765,0.14491,1.73294,0.92568,0.00139222,0.00139222,0.00139222
41,189.628,0.50922,0.24454,1.07154,0.92094,0.62507,0.93565,0.84127,0.77158,0.62507,0.93565,0.84127,0.83311,0.47328,0.15422,1.47009,0.91564,0.00139127,0.00139127,0.00139127
42,194.359,0.43615,0.21814,1.02921,0.88955,0.66677,0.75184,0.79959,0.73351,0.66677,0.75184,0.79959,0.79188,0.44557,0.15572,1.92768,0.90649,0.00139033,0.00139033,0.00139033
43,198.941,0.48009,0.22169,1.13025,0.91874,0.66046,0.82146,0.7857,0.72395,0.66046,0.82146,0.7857,0.7725,0.4585,0.18365,1.73618,0.86622,0.00138939,0.00138939,0.00138939
44,203.551,0.45254,0.23214,1.08962,0.91108,0.71286,0.76667,0.79592,0.75035,0.71286,0.76667,0.79592,0.78754,0.37845,0.15528,1.93167,0.91567,0.00138844,0.00138844,0.00138844
45,208.161,0.41398,0.27851,0.97576,0.8952,0.66004,0.8808,0.80618,0.7598,0.66004,0.8808,0.80618,0.80368,0.38686,0.1848,1.94096,0.85953,0.0013875,0.0013875,0.0013875
46,212.79,0.39956,0.23411,0.99451,0.88193,0.6216,0.86667,0.76217,0.73761,0.6216,0.86667,0.76217,0.76165,0.33785,0.15437,1.97273,0.85589,0.00138656,0.00138656,0.00138656
47,217.365,0.42132,0.20482,0.97093,0.89228,0.62957,0.84575,0.76305,0.72571,0.62957,0.84575,0.76305,0.76011,0.32803,0.16959,1.73851,0.85511,0.00138562,0.00138562,0.00138562
48,221.94,0.41635,0.2166,1.03719,0.89354,0.70614,0.8,0.77176,0.7322,0.70614,0.8,0.77176,0.76796,0.35015,0.16388,1.89189,0.85874,0.00138467,0.00138467,0.00138467
49,226.514,0.42046,0.23283,1.0087,0.90162,0.53953,0.85,0.72965,0.68335,0.53953,0.85,0.72965,0.72549,0.36538,0.15878,1.80276,0.91932,0.00138373,0.00138373,0.00138373
50,231.081,0.49055,0.36672,1.12922,0.94437,0.57995,0.75982,0.74071,0.66543,0.58869,0.77622,0.74593,0.73049,0.49184,0.16741,1.65416,0.96963,0.00138279,0.00138279,0.00138279
51,235.665,0.45004,0.31812,1.04321,0.91011,0.68813,0.7,0.75262,0.71321,0.68813,0.7,0.75262,0.74825,0.36299,0.16582,1.72599,0.88901,0.00138184,0.00138184,0.00138184
52,240.273,0.45593,0.2408,0.96719,0.90746,0.61637,0.83183,0.73873,0.69255,0.61637,0.83183,0.73873,0.73823,0.3627,0.14944,1.70764,0.85779,0.0013809,0.0013809,0.0013809
53,244.857,0.41736,0.21763,0.963,0.90641,0.5873,0.89044,0.72979,0.68293,0.5873,0.89044,0.72979,0.72721,0.34249,0.18214,1.68637,0.86654,0.00137996,0.00137996,0.00137996
54,249.455,0.41283,0.26394,0.92658,0.87213,0.6646,0.85,0.77871,0.73171,0.6646,0.85,0.77871,0.77441,0.33749,0.14065,1.58408,0.84852,0.00137901,0.00137901,0.00137901
55,254.086,0.46633,0.26827,0.97718,0.89536,0.68275,0.89062,0.78694,0.75464,0.68275,0.89062,0.78694,0.78367,0.31718,0.19226,1.66762,0.84038,0.00137807,0.00137807,0.00137807
56,258.672,0.3905,0.21536,0.84993,0.87119,0.6771,0.81655,0.74244,0.69397,0.6771,0.81655,0.74244,0.74244,0.35918,0.14388,1.81882,0.86023,0.00137713,0.00137713,0.00137713
57,263.282,0.3995,0.22615,0.96226,0.88006,0.57348,0.85,0.7196,0.68329,0.57348,0.85,0.7196,0.71679,0.3791,0.15649,1.94563,0.91335,0.00137618,0.00137618,0.00137618
58,267.899,0.3703,0.22914,0.91354,0.87098,0.54962,0.88333,0.74364,0.70155,0.54962,0.88333,0.74364,0.73919,0.35121,0.14894,1.67817,0.8856,0.00137524,0.00137524,0.00137524
59,272.539,0.37065,0.20873,0.91067,0.87165,0.57635,0.8057,0.71685,0.67879,0.57635,0.8057,0.71685,0.71089,0.34908,0.15984,2.03586,0.85123,0.0013743,0.0013743,0.0013743
60,277.146,0.37105,0.19006,0.88117,0.87666,0.75338,0.86931,0.79337,0.74783,0.75338,0.86931,0.79337,0.78308,0.36088,0.18417,1.46795,0.86256,0.00137335,0.00137335,0.00137335
61,281.745,0.37912,0.19922,0.86812,0.88387,0.68973,0.88945,0.80935,0.78362,0.68973,0.88945,0.80935,0.80614,0.3361,0.17185,1.69795,0.86616,0.00137241,0.00137241,0.00137241
62,286.354,0.36456,0.19156,0.89289,0.8758,0.66122,0.83228,0.80554,0.75529,0.66122,0.83228,0.80554,0.80184,0.36788,0.13162,1.60227,0.86544,0.00137147,0.00137147,0.00137147
63,290.957,0.38313,0.19363,0.90173,0.87077,0.66129,0.88333,0.8221,0.78953,0.66129,0.88333,0.8221,0.82097,0.32704,0.14674,1.44066,0.83901,0.00137053,0.00137053,0.00137053
64,295.687,0.37731,0.1869,0.85132,0.87283,0.66026,0.88912,0.78117,0.74991,0.66026,0.88912,0.78117,0.77398,0.34698,0.19351,1.8152,0.88466,0.00136958,0.00136958,0.00136958
65,300.286,0.41582,0.19911,0.97359,0.91356,0.68662,0.81263,0.72791,0.69078,0.68662,0.81263,0.72791,0.7229,0.37786,0.14487,1.60875,0.92966,0.00136864,0.00136864,0.00136864
66,304.888,0.37804,0.18229,0.86166,0.87726,0.74469,0.74128,0.78483,0.75581,0.74469,0.74128,0.78483,0.78154,0.35328,0.17056,1.89314,0.87192,0.0013677,0.0013677,0.0013677
67,309.488,0.43409,0.22097,0.94709,0.9142,0.58979,0.9,0.71449,0.68689,0.58979,0.9,0.71449,0.71061,0.33208,0.14527,1.74825,0.84016,0.00136675,0.00136675,0.00136675
68,314.105,0.38063,0.21046,0.91053,0.88954,0.70366,0.7806,0.76449,0.72732,0.70366,0.7806,0.76449,0.76136,0.369,0.15954,1.62837,0.87162,0.00136581,0.00136581,0.00136581
69,318.721,0.412,0.20336,0.91644,0.8932,0.56862,0.83775,0.7519,0.70382,0.56862,0.83775,0.7519,0.7467,0.40308,0.18425,1.44306,0.887,0.00136487,0.00136487,0.00136487
70,323.316,0.43926,0.22737,0.93656,0.89038,0.58949,0.91667,0.76269,0.72825,0.58949,0.91667,0.76269,0.75895,0.34909,0.16897,1.54305,0.86739,0.00136392,0.00136392,0.00136392
71,327.912,0.42163,0.20152,0.96056,0.89326,0.65064,0.86628,0.7419,0.71832,0.65064,0.86628,0.7419,0.7419,0.33755,0.15852,1.68242,0.84263,0.00136298,0.00136298,0.00136298
72,332.51,0.38491,0.24214,0.95377,0.88563,0.74632,0.81024,0.79595,0.75928,0.74632,0.81024,0.79595,0.79595,0.34014,0.15199,1.5405,0.86156,0.00136204,0.00136204,0.00136204
73,337.114,0.3857,0.27285,0.8514,0.88508,0.54483,0.81373,0.6773,0.64315,0.54483,0.81373,0.6773,0.67419,0.36046,0.14671,1.90513,0.86585,0.00136109,0.00136109,0.00136109
74,341.741,0.3842,0.1977,0.85827,0.89829,0.7198,0.87693,0.81263,0.76543,0.7198,0.87693,0.81263,0.81033,0.34104,0.14106,1.66938,0.86081,0.00136015,0.00136015,0.00136015
75,346.334,0.35917,0.17974,0.87713,0.87507,0.59808,0.90348,0.74364,0.7159,0.59808,0.90348,0.74364,0.74327,0.316,0.15914,1.69859,0.85397,0.00135921,0.00135921,0.00135921
76,350.93,0.36659,0.19618,0.8284,0.86923,0.68619,0.77883,0.75155,0.72441,0.68619,0.77883,0.75155,0.74906,0.35551,0.17675,1.70986,0.92255,0.00135826,0.00135826,0.00135826
77,355.539,0.36513,0.19137,0.87061,0.8757,0.68629,0.80349,0.75115,0.72766,0.68629,0.80349,0.75115,0.7474,0.31231,0.15669,2.25339,0.8608,0.00135732,0.00135732,0.00135732
78,360.135,0.39045,0.23106,0.86393,0.88672,0.65349,0.85,0.7713,0.74544,0.65349,0.85,0.7713,0.7654,0.30536,0.15775,1.6902,0.84469,0.00135638,0.00135638,0.00135638
79,364.749,0.35366,0.19857,0.79946,0.86611,0.69701,0.91667,0.7984,0.76909,0.69701,0.91667,0.7984,0.79291,0.29738,0.16322,1.80305,0.83404,0.00135544,0.00135544,0.00135544
80,369.364,0.37664,0.21827,0.86599,0.8709,0.70109,0.9534,0.82567,0.7837,0.70109,0.9534,0.82567,0.81987,0.37136,0.14864,1.40409,0.94949,0.00135449,0.00135449,0.00135449
81,373.969,0.35813,0.20267,0.84954,0.87192,0.70425,0.84248,0.81916,0.76852,0.70425,0.84248,0.81916,0.81084,0.37419,0.15884,1.52359,0.94477,0.00135355,0.00135355,0.00135355
82,378.588,0.35888,0.20905,0.83007,0.87073,0.64313,0.82762,0.72645,0.69316,0.64313,0.82762,0.72645,0.72467,0.37157,0.14168,1.41775,0.90525,0.00135261,0.00135261,0.00135261
83,383.192,0.37492,0.20107,0.81705,0.88558,0.68929,0.93537,0.80322,0.76341,0.68929,0.93537,0.80322,0.8,0.30086,0.16178,1.40369,0.83371,0.00135166,0.00135166,0.00135166
84,387.798,0.36861,0.22884,0.81866,0.86964,0.69347,0.92078,0.81286,0.78103,0.69347,0.92078,0.81286,0.80919,0.30764,0.16758,1.64917,0.85696,0.00135072,0.00135072,0.00135072
85,392.395,0.35213,0.208,0.82053,0.87412,0.67604,0.7873,0.7599,0.72468,0.67604,0.7873,0.7599,0.75602,0.31758,0.14096,2.26313,0.86414,0.00134978,0.00134978,0.00134978
86,396.993,0.36832,0.2411,0.79949,0.8733,0.73225,0.74596,0.76224,0.72514,0.73225,0.74596,0.76224,0.75911,0.33841,0.15539,1.46545,0.88259,0.00134883,0.00134883,0.00134883
87,401.591,0.35905,0.18817,0.76092,0.87432,0.66696,0.88333,0.79241,0.76424,0.66696,0.88333,0.79241,0.78656,0.30916,0.16322,1.39814,0.87183,0.00134789,0.00134789,0.00134789
88,406.19,0.37081,0.20814,0.78822,0.87455,0.66634,0.86251,0.74214,0.71858,0.66634,0.86251,0.74214,0.7375,0.32586,0.15275,1.39489,0.88033,0.00134695,0.00134695,0.00134695
89,410.797,0.38081,0.19417,0.80817,0.88057,0.73486,0.91338,0.83552,0.80381,0.73486,0.91338,0.83552,0.83082,0.30818,0.14965,1.66444,0.8463,0.001346,0.001346,0.001346
90,415.521,0.34725,0.18776,0.68738,0.86898,0.83028,0.73639,0.81083,0.77607,0.83028,0.73639,0.81083,0.80839,0.31132,0.14606,1.6914,0.84744,0.00134506,0.00134506,0.00134506
91,420.135,0.35523,0.18515,0.83444,0.87508,0.70861,0.81667,0.78929,0.75187,0.70861,0.81667,0.78929,0.78929,0.29808,0.16661,1.82718,0.85896,0.00134412,0.00134412,0.00134412
92,424.756,0.32103,0.16801,0.74093,0.86441,0.72271,0.88994,0.83987,0.81329,0.72271,0.88994,0.83987,0.83949,0.28691,0.14942,1.67858,0.84523,0.00134317,0.00134317,0.00134317
93,429.482,0.31562,0.17989,0.72166,0.85691,0.66094,0.86004,0.79014,0.76505,0.66094,0.86004,0.79014,0.78538,0.28885,0.16816,1.6228,0.86166,0.00134223,0.00134223,0.00134223
94,434.093,0.31332,0.1704,0.69045,0.85502,0.73277,0.78333,0.78352,0.76368,0.73277,0.78333,0.78352,0.78035,0.26723,0.15657,1.92572,0.83956,0.00134129,0.00134129,0.00134129
95,438.698,0.32884,0.1894,0.67499,0.85845,0.63684,0.87351,0.79439,0.76769,0.63684,0.87351,0.79439,0.79069,0.31833,0.15187,1.61176,0.89836,0.00134034,0.00134034,0.00134034
96,443.328,0.32167,0.18462,0.70524,0.86387,0.70067,0.91598,0.82333,0.8051,0.70067,0.91598,0.82333,0.82259,0.29981,0.14901,1.84353,0.89747,0.0013394,0.0013394,0.0013394
97,447.93,0.34018,0.22884,0.71893,0.85969,0.71712,0.83051,0.79652,0.76905,0.71712,0.83051,0.79652,0.79221,0.29719,0.15166,1.52752,0.90433,0.00133846,0.00133846,0.00133846
98,452.548,0.36075,0.21881,0.6987,0.86766,0.63001,0.85,0.77921,0.75085,0.63001,0.85,0.77921,0.77234,0.34977,0.16851,1.69872,0.92257,0.00133752,0.00133752,0.00133752
99,457.16,0.3575,0.22447,0.70806,0.86793,0.76103,0.89744,0.82391,0.80298,0.76103,0.89744,0.82391,0.82319,0.292,0.15403,1.35519,0.88198,0.00133657,0.00133657,0.00133657
100,461.762,0.32246,0.19053,0.68924,0.85921,0.72902,0.91085,0.81199,0.78401,0.72902,0.91085,0.81199,0.80937,0.28563,0.1541,1.37335,0.84317,0.00133563,0.00133563,0.00133563
101,466.369,0.36363,0.22716,0.70763,0.87105,0.70488,0.77778,0.83725,0.81576,0.70488,0.77778,0.83725,0.83123,0.2897,0.14627,1.42098,0.83306,0.00133469,0.00133469,0.00133469
102,470.972,0.37268,0.19911,0.77319,0.88393,0.66815,0.9,0.78041,0.77116,0.66815,0.9,0.78041,0.77752,0.25223,0.15692,1.32152,0.8138,0.00133374,0.00133374,0.00133374
103,475.583,0.33878,0.21917,0.74022,0.86849,0.67604,0.94112,0.84339,0.83312,0.67604,0.94112,0.84339,0.83898,0.24446,0.15746,1.28258,0.81805,0.0013328,0.0013328,0.0013328
104,480.311,0.33534,0.19016,0.69103,0.86631,0.66271,0.86667,0.79047,0.77087,0.66271,0.86667,0.79047,0.78819,0.28502,0.16394,1.54503,0.86111,0.00133186,0.00133186,0.00133186
105,484.926,0.3263,0.2631,0.6914,0.86761,0.60823,0.90907,0.72727,0.6977,0.60823,0.90907,0.72727,0.7247,0.30403,0.14958,1.47836,0.85265,0.00133091,0.00133091,0.00133091
106,489.53,0.32978,0.22607,0.6791,0.86934,0.79753,0.77653,0.85016,0.83118,0.79753,0.77653,0.85016,0.84844,0.28433,0.18497,1.59446,0.85675,0.00132997,0.00132997,0.00132997
107,494.266,0.34879,0.25829,0.68797,0.86226,0.68293,0.93364,0.81154,0.78266,0.68293,0.93364,0.81154,0.80689,0.343,0.17227,2.07672,0.89859,0.00132903,0.00132903,0.00132903
108,498.873,0.35962,0.23258,0.70651,0.87898,0.78478,0.88525,0.86741,0.83934,0.78478,0.88525,0.86741,0.8562,0.30251,0.20844,1.30266,0.86686,0.00132808,0.00132808,0.00132808
109,503.593,0.34604,0.21996,0.73958,0.8632,0.73155,0.72246,0.81645,0.79627,0.73155,0.72246,0.81645,0.81273,0.33313,0.13556,1.52707,0.89356,0.00132714,0.00132714,0.00132714
110,508.219,0.3415,0.17735,0.72763,0.86618,0.6394,0.9,0.82359,0.80378,0.6394,0.9,0.82359,0.81906,0.34871,0.14967,1.45685,0.95768,0.0013262,0.0013262,0.0013262
111,512.821,0.36052,0.22298,0.70649,0.87217,0.70886,0.76435,0.78669,0.77421,0.70886,0.76435,0.78669,0.78444,0.29968,0.16264,1.67542,0.88441,0.00132525,0.00132525,0.00132525
112,517.401,0.34959,0.20321,0.6828,0.87238,0.67149,0.92674,0.87107,0.84432,0.67149,0.92674,0.87107,0.863,0.27251,0.14139,1.12227,0.84936,0.00132431,0.00132431,0.00132431
113,522.138,0.33609,0.19634,0.68504,0.86861,0.77388,0.81225,0.83042,0.81086,0.77388,0.81225,0.83042,0.82532,0.28887,0.16069,1.54303,0.87893,0.00132337,0.00132337,0.00132337
114,526.744,0.32532,0.18077,0.65095,0.87665,0.77943,0.79872,0.82828,0.80581,0.77943,0.79872,0.82828,0.81885,0.25709,0.15932,1.18902,0.84605,0.00132243,0.00132243,0.00132243
115,531.352,0.35666,0.20139,0.65076,0.8736,0.70218,0.71667,0.7559,0.72735,0.70218,0.71667,0.7559,0.75171,0.29647,0.14856,2.07982,0.86461,0.00132148,0.00132148,0.00132148
116,535.95,0.33379,0.17986,0.69543,0.86776,0.77626,0.85853,0.84153,0.81646,0.77626,0.85853,0.84153,0.83554,0.24878,0.14297,1.52059,0.82652,0.00132054,0.00132054,0.00132054
117,540.568,0.31576,0.20367,0.67737,0.85823,0.72836,0.91045,0.84163,0.8153,0.72836,0.91045,0.84163,0.83851,0.29952,0.14766,1.45432,0.84686,0.0013196,0.0013196,0.0013196
118,545.207,0.31226,0.17224,0.65839,0.85671,0.65117,0.88924,0.87794,0.86012,0.65117,0.88924,0.87794,0.87467,0.27837,0.1512,1.26524,0.84257,0.00131865,0.00131865,0.00131865
119,549.963,0.34245,0.19165,0.64538,0.86467,0.79809,0.83333,0.89254,0.86442,0.79809,0.83333,0.89254,0.89156,0.26541,0.14587,1.04838,0.83677,0.00131771,0.00131771,0.00131771
120,554.673,0.34244,0.17043,0.64764,0.868,0.86953,0.78333,0.91093,0.89129,0.86953,0.78333,0.91093,0.90813,0.27051,0.14051,1.37177,0.85133,0.00131677,0.00131677,0.00131677
121,559.395,0.31619,0.17859,0.63904,0.86243,0.80585,0.8458,0.91587,0.90232,0.80585,0.8458,0.91587,0.91436,0.22962,0.14766,1.34774,0.8249,0.00131582,0.00131582,0.00131582
122,564.133,0.34106,0.18111,0.65946,0.87264,0.79148,0.89582,0.89876,0.88133,0.79148,0.89582,0.89876,0.89835,0.27273,0.1448,1.40705,0.85842,0.00131488,0.00131488,0.00131488
123,568.749,0.34324,0.20325,0.6893,0.86826,0.72855,0.88135,0.87405,0.84359,0.72855,0.88135,0.87405,0.87133,0.33718,0.1804,1.51914,0.89179,0.00131394,0.00131394,0.00131394
124,573.361,0.31224,0.18599,0.65844,0.8739,0.73794,0.96246,0.89691,0.86698,0.73794,0.96246,0.90289,0.89355,0.27669,0.13192,1.00011,0.88325,0.00131299,0.00131299,0.00131299
125,577.942,0.29953,0.17872,0.60962,0.8449,0.7649,0.81543,0.84874,0.82682,0.7649,0.81543,0.84874,0.84874,0.24696,0.15849,1.24804,0.82333,0.00131205,0.00131205,0.00131205
126,582.549,0.33723,0.20765,0.61595,0.85902,0.66615,0.93333,0.85667,0.82687,0.66615,0.93333,0.85667,0.85638,0.29255,0.14805,1.46328,0.85127,0.00131111,0.00131111,0.00131111
127,587.152,0.33254,0.23044,0.6048,0.86488,0.70233,0.87962,0.84999,0.8195,0.70233,0.87962,0.84999,0.84428,0.27745,0.14029,1.60453,0.85007,0.00131016,0.00131016,0.00131016
128,591.761,0.34862,0.20026,0.60899,0.86989,0.72757,0.91422,0.85064,0.81798,0.72757,0.91422,0.85064,0.8466,0.29576,0.1651,1.588,0.83775,0.00130922,0.00130922,0.00130922
129,596.349,0.29985,0.17119,0.59571,0.85961,0.78968,0.90396,0.89777,0.86971,0.78968,0.90396,0.89777,0.88838,0.26031,0.13932,1.21275,0.82856,0.00130828,0.00130828,0.00130828
130,600.961,0.33782,0.18138,0.65599,0.87131,0.75724,0.89209,0.89699,0.87221,0.75724,0.89209,0.89699,0.89431,0.25365,0.16033,1.25897,0.82937,0.00130733,0.00130733,0.00130733
131,605.554,0.33057,0.22257,0.6502,0.868,0.7092,0.89225,0.86473,0.83771,0.7092,0.89225,0.86473,0.86166,0.25138,0.1402,1.26346,0.81236,0.00130639,0.00130639,0.00130639
